Year,quarter,gear,LengthClass,natlen,tot
2018,2,Demersal Trawl,600,1837.93857469331,NA
2018,2,Demersal Trawl,620,172.468566249288,NA
2018,2,Demersal Trawl,640,172.299349738757,NA
2018,2,Demersal Trawl,660,443.338084406287,NA
2018,2,Demersal Trawl,680,172.153391721634,NA
2018,2,Demersal Trawl,700,0.0658259247398732,NA
2018,2,Demersal Trawl,720,0.0125382713790235,NA
2018,2,Demersal Trawl,740,87.5127395158481,NA
2018,2,Demersal Trawl,760,87.4844782521597,NA
2018,2,Demersal Trawl,800,0.0392322511449644,NA
2018,2,Gill Nets,300,1.2656046694951,NA
2018,2,Gill Nets,360,5.06241867798041,NA
2018,2,Gill Nets,380,11.3904420254559,NA
2018,2,Gill Nets,400,NA,NA
2018,2,Gill Nets,420,NA,NA
2018,2,Gill Nets,440,NA,NA
2018,2,Gill Nets,460,2439.96376834316,NA
2018,2,Gill Nets,480,3924.8047328666,NA
2018,2,Gill Nets,500,NA,NA
2018,2,Gill Nets,520,NA,NA
2018,2,Gill Nets,540,NA,NA
2018,2,Gill Nets,560,NA,NA
2018,2,Gill Nets,580,NA,NA
2018,2,Gill Nets,600,NA,NA
2018,2,Gill Nets,620,NA,NA
2018,2,Gill Nets,640,NA,NA
2018,2,Gill Nets,660,NA,NA
2018,2,Gill Nets,680,NA,NA
2018,2,Gill Nets,700,NA,NA
2018,2,Gill Nets,720,274.18201802192,NA
2018,2,Gill Nets,740,NA,NA
2018,2,Gill Nets,760,NA,NA
2018,2,Gill Nets,780,NA,NA
2018,2,Gill Nets,800,1.2656046694951,NA
2018,2,Gill Nets,820,104.183096621051,NA
2018,2,Gill Nets,860,104.183096621051,NA
2018,2,Hooks and Lines,380,4448.80848936237,NA
2018,2,Hooks and Lines,400,NA,NA
2018,2,Hooks and Lines,420,NA,NA
2018,2,Hooks and Lines,440,NA,NA
2018,2,Hooks and Lines,460,NA,NA
2018,2,Hooks and Lines,480,NA,NA
2018,2,Hooks and Lines,500,NA,NA
2018,2,Hooks and Lines,520,NA,NA
2018,2,Hooks and Lines,540,NA,NA
2018,2,Hooks and Lines,560,NA,NA
2018,2,Hooks and Lines,580,NA,NA
2018,2,Hooks and Lines,600,NA,NA
2018,2,Hooks and Lines,620,NA,NA
2018,2,Hooks and Lines,640,NA,NA
2018,2,Hooks and Lines,660,NA,NA
2018,2,Hooks and Lines,680,NA,NA
2018,2,Hooks and Lines,700,NA,NA
2018,2,Hooks and Lines,720,NA,NA
2018,2,Hooks and Lines,740,153.426617967608,NA
2018,2,Hooks and Lines,760,40.1178486040776,NA
2018,2,Hooks and Lines,780,37.8701807817851,NA
2018,2,Hooks and Lines,800,NA,NA
2018,2,Other,400,1039.16436903499,39714
2018,2,Other,420,2107.54612937434,39714
2018,2,Other,440,3954.56143008635,39714
2018,2,Other,460,5269.8115437055,39714
2018,2,Other,480,2019.89395546129,39714
2018,2,Other,500,5716.35024996213,39714
2018,2,Other,520,4820.84714437206,39714
2018,2,Other,540,3305.92667777609,39714
2018,2,Other,560,3191.48280563551,39714
2018,2,Other,580,3810.90016664142,39714
2018,2,Other,620,895.503105590062,39714
2018,2,Other,640,1791.00621118012,39714
2018,2,Other,720,1791.00621118012,39714
2018,2,Pelagic Trawl,440,240,320
2018,2,Pelagic Trawl,460,80,320
2018,2,Seines,420,2750.68037019993,5979
2018,2,Seines,440,1821.0824768625,5979
2018,2,Seines,460,343.835046274991,5979
2018,2,Seines,480,445.74229176254,5979
2018,2,Seines,500,273.824768625045,5979
2018,2,Seines,520,343.835046274991,5979
2018,3,Demersal Trawl,360,148.828580075166,NA
2018,3,Demersal Trawl,380,47.7974857714015,NA
2018,3,Demersal Trawl,400,NA,NA
2018,3,Demersal Trawl,420,NA,NA
2018,3,Demersal Trawl,440,NA,NA
2018,3,Demersal Trawl,460,NA,NA
2018,3,Demersal Trawl,480,NA,NA
2018,3,Demersal Trawl,500,NA,NA
2018,3,Demersal Trawl,520,1089.48136571639,NA
2018,3,Demersal Trawl,540,2143.16634211823,NA
2018,3,Demersal Trawl,560,1161.41285807295,NA
2018,3,Demersal Trawl,580,988.953184672515,NA
2018,3,Demersal Trawl,600,NA,NA
2018,3,Demersal Trawl,620,NA,NA
2018,3,Demersal Trawl,640,388.842703059339,NA
2018,3,Demersal Trawl,660,91.7230372494395,NA
2018,3,Demersal Trawl,680,91.840714687159,NA
2018,3,Demersal Trawl,700,29.0047250773213,NA
2018,3,Demersal Trawl,720,0.0630302290945504,NA
2018,3,Demersal Trawl,740,0.268130594568217,NA
2018,3,Demersal Trawl,760,0.126060458189101,NA
2018,3,Demersal Trawl,800,0.197221586836848,NA
2018,3,Gill Nets,300,861.402674523798,NA
2018,3,Gill Nets,360,364.499722262352,NA
2018,3,Gill Nets,380,1065.30859166125,NA
2018,3,Gill Nets,400,NA,NA
2018,3,Gill Nets,420,NA,NA
2018,3,Gill Nets,440,NA,NA
2018,3,Gill Nets,460,NA,NA
2018,3,Gill Nets,480,NA,NA
2018,3,Gill Nets,500,NA,NA
2018,3,Gill Nets,520,NA,NA
2018,3,Gill Nets,540,NA,NA
2018,3,Gill Nets,560,NA,NA
2018,3,Gill Nets,580,NA,NA
2018,3,Gill Nets,600,NA,NA
2018,3,Gill Nets,620,NA,NA
2018,3,Gill Nets,640,NA,NA
2018,3,Gill Nets,660,NA,NA
2018,3,Gill Nets,680,NA,NA
2018,3,Gill Nets,700,NA,NA
2018,3,Gill Nets,720,185.213523124301,NA
2018,3,Gill Nets,740,8.40118365513901,NA
2018,3,Gill Nets,760,7.35103569824663,NA
2018,3,Gill Nets,780,3.15044387067713,NA
2018,3,Gill Nets,800,1.05014795689238,NA
2018,3,Gill Nets,820,1.05014795689238,NA
2018,3,Gill Nets,860,1.05014795689238,NA
2018,3,Hooks and Lines,380,1824.45940329833,NA
2018,3,Hooks and Lines,400,NA,NA
2018,3,Hooks and Lines,420,NA,NA
2018,3,Hooks and Lines,440,NA,NA
2018,3,Hooks and Lines,460,NA,NA
2018,3,Hooks and Lines,480,NA,NA
2018,3,Hooks and Lines,500,NA,NA
2018,3,Hooks and Lines,520,NA,NA
2018,3,Hooks and Lines,540,NA,NA
2018,3,Hooks and Lines,560,NA,NA
2018,3,Hooks and Lines,580,NA,NA
2018,3,Hooks and Lines,600,NA,NA
2018,3,Hooks and Lines,620,NA,NA
2018,3,Hooks and Lines,640,NA,NA
2018,3,Hooks and Lines,660,NA,NA
2018,3,Hooks and Lines,680,1287.09035969802,NA
2018,3,Hooks and Lines,700,NA,NA
2018,3,Hooks and Lines,720,235.080195346159,NA
2018,3,Hooks and Lines,740,NA,NA
2018,3,Hooks and Lines,760,23.5791336433291,NA
2018,3,Hooks and Lines,780,7.85971121444304,NA
2018,3,Hooks and Lines,800,15.7194224288861,NA
2018,3,Other,400,1411.10597826087,51647
2018,3,Other,420,3292.58061594203,51647
2018,3,Other,440,4676.83320393375,51647
2018,3,Other,460,7445.33837991718,51647
2018,3,Other,480,1881.47463768116,51647
2018,3,Other,500,6974.96972049689,51647
2018,3,Other,520,5590.71713250518,51647
2018,3,Other,540,4179.61115424431,51647
2018,3,Other,560,4623.12642339545,51647
2018,3,Other,580,4649.9798136646,51647
2018,3,Other,620,1384.25258799172,51647
2018,3,Other,640,2768.50517598344,51647
2018,3,Other,720,2768.50517598344,51647
2018,3,Pelagic Trawl,440,126,168
2018,3,Pelagic Trawl,460,42,168
2018,3,Seines,420,2988.52980177601,6496
2018,3,Seines,440,1978.55022072233,6496
2018,3,Seines,460,373.566225222001,6496
2018,3,Seines,480,484.285319834331,6496
2018,3,Seines,500,297.50220722333,6496
2018,3,Seines,520,373.566225222001,6496
2018,4,Demersal Trawl,360,2.88346354497597,38151
2018,4,Demersal Trawl,380,118.69298192362,38151
2018,4,Demersal Trawl,400,1267.65432783102,38151
2018,4,Demersal Trawl,420,5347.63321175884,38151
2018,4,Demersal Trawl,440,8083.00798962413,38151
2018,4,Demersal Trawl,460,5975.43312740495,38151
2018,4,Demersal Trawl,480,3398.66930344391,38151
2018,4,Demersal Trawl,500,2970.78438324756,38151
2018,4,Demersal Trawl,520,2030.66275868495,38151
2018,4,Demersal Trawl,540,2211.24102600996,38151
2018,4,Demersal Trawl,560,1096.47713949498,38151
2018,4,Demersal Trawl,580,1872.3432582782,38151
2018,4,Demersal Trawl,600,940.512175595058,38151
2018,4,Demersal Trawl,620,1024.4054894227,38151
2018,4,Demersal Trawl,640,317.101426798389,38151
2018,4,Demersal Trawl,660,373.514535160075,38151
2018,4,Demersal Trawl,680,878.746858672858,38151
2018,4,Demersal Trawl,700,108.314614516828,38151
2018,4,Demersal Trawl,720,32.5958614716265,38151
2018,4,Demersal Trawl,740,94.9071834764586,38151
2018,4,Demersal Trawl,760,5.28422158768453,38151
2018,4,Demersal Trawl,800,0.13466205122731,38151
2018,4,Gill Nets,300,0.664550993909413,NA
2018,4,Gill Nets,360,2730.62647940048,NA
2018,4,Gill Nets,380,2119.20420541578,NA
2018,4,Gill Nets,400,NA,NA
2018,4,Gill Nets,420,NA,NA
2018,4,Gill Nets,440,NA,NA
2018,4,Gill Nets,460,NA,NA
2018,4,Gill Nets,480,NA,NA
2018,4,Gill Nets,500,NA,NA
2018,4,Gill Nets,520,NA,NA
2018,4,Gill Nets,540,NA,NA
2018,4,Gill Nets,560,NA,NA
2018,4,Gill Nets,580,NA,NA
2018,4,Gill Nets,600,NA,NA
2018,4,Gill Nets,620,NA,NA
2018,4,Gill Nets,640,2312.69840607946,NA
2018,4,Gill Nets,660,192.055114028491,NA
2018,4,Gill Nets,680,NA,NA
2018,4,Gill Nets,700,295.770240428771,NA
2018,4,Gill Nets,720,105.226467903574,NA
2018,4,Gill Nets,740,5.31640795127531,NA
2018,4,Gill Nets,760,4.65185695736589,NA
2018,4,Gill Nets,780,1.99365298172824,NA
2018,4,Gill Nets,800,NA,NA
2018,4,Gill Nets,820,0.664550993909413,NA
2018,4,Gill Nets,860,0.664550993909413,NA
2018,4,Hooks and Lines,380,858.392842275079,NA
2018,4,Hooks and Lines,400,NA,NA
2018,4,Hooks and Lines,420,NA,NA
2018,4,Hooks and Lines,440,NA,NA
2018,4,Hooks and Lines,460,NA,NA
2018,4,Hooks and Lines,480,NA,NA
2018,4,Hooks and Lines,500,NA,NA
2018,4,Hooks and Lines,520,NA,NA
2018,4,Hooks and Lines,540,NA,NA
2018,4,Hooks and Lines,560,NA,NA
2018,4,Hooks and Lines,580,NA,NA
2018,4,Hooks and Lines,600,NA,NA
2018,4,Hooks and Lines,620,NA,NA
2018,4,Hooks and Lines,640,NA,NA
2018,4,Hooks and Lines,660,NA,NA
2018,4,Hooks and Lines,680,NA,NA
2018,4,Hooks and Lines,700,361.851605890838,NA
2018,4,Hooks and Lines,720,NA,NA
2018,4,Hooks and Lines,740,NA,NA
2018,4,Hooks and Lines,760,336.273187622422,NA
2018,4,Hooks and Lines,780,1.70522788456108,NA
2018,4,Hooks and Lines,800,NA,NA
2018,4,Other,400,2265.17391304348,29447
2018,4,Other,420,6782.73913043478,29447
2018,4,Other,440,2929.70186335404,29447
2018,4,Other,460,6453.62732919255,29447
2018,4,Other,480,25.5652173913043,29447
2018,4,Other,500,1955.23602484472,29447
2018,4,Other,520,1316.27329192547,29447
2018,4,Other,540,1297.09937888199,29447
2018,4,Other,560,1923.27950310559,29447
2018,4,Other,580,1303.49068322981,29447
2018,4,Other,620,638.962732919255,29447
2018,4,Other,640,1277.92546583851,29447
2018,4,Other,720,1277.92546583851,29447
2018,4,Pelagic Trawl,440,129,172
2018,4,Pelagic Trawl,460,43,172
2018,4,Seines,420,3631.26317012741,9057
2018,4,Seines,440,2792.04605186704,9057
2018,4,Seines,460,453.907896265927,9057
2018,4,Seines,480,976.41446680333,9057
2018,4,Seines,500,749.460518670367,9057
2018,4,Seines,520,453.907896265927,9057
